car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
2021 Audi Q8 55 TFSI Quattro BSVI,Oct-21,Third Party insurance,Petrol,5,17000,Second Owner,Automatic,2021,9.8,2995,2995,340,80
2023 Tata Harrier XZA Plus Red Dark Diesel AT BSVI,May-23,Comprehensive,Diesel,5,7400,First Owner,Automatic,2023,14.6,1956,1956,16767,20.25
2018 Datsun RediGO T Option,Apr-18,Comprehensive,Petrol,5,17024,Second Owner,Manual,2018,22.7,799,799,5364,2.72
2014 Toyota Etios Liva VXD,Nov-14,Comprehensive,Diesel,5,71649,First Owner,Manual,2014,23.59,1364,1364,6704,3.32
2022 Maruti Wagon R LXI,Nov-22,Comprehensive,Petrol,5,9016,First Owner,Manual,2022,998,6705,6705,90,5.05
2015 Toyota Etios V,Oct-15,Comprehensive,Petrol,5,44999,First Owner,Manual,2015,16.78,1496,1496,8873,3.74
2016 Renault Duster 85PS Diesel RxS,Aug-16,Comprehensive,Diesel,5,78106,First Owner,Manual,2016,19.87,1461,1461,838,5.1
2015 Hyundai EON Era Plus,Feb-15,Comprehensive,Petrol,5,34016,First Owner,Manual,2015,814,552,552,745,2.15
2014 Maruti Swift VDI BSIV,Sep-14,Comprehensive,Diesel,5,85692,First Owner,Manual,2014,25.2,1248,1248,74,3.47
2021 Tata Nexon XM BSVI,Mar-21,Third Party insurance,Petrol,5,6500,First Owner,Manual,2021,17.33,1199,1199,11835,7.98
2021 Hyundai Venue SX Turbo,Mar-21,Comprehensive,Petrol,5,35080,First Owner,Manual,2021,18.27,998,998,11835,8.99
2016 Volkswagen Polo 1.2 MPI Comfortline,Jun-16,Comprehensive,Petrol,5,77727,First Owner,Manual,2016,16.2,1199,1199,74,3.77
2014 Hyundai i20 Sportz 1.2,Oct-14,Comprehensive,Petrol,5,43000,First Owner,Manual,2014,18.5,1197,1197,8285,3.49
2019 Hyundai Grand i10 Sportz Petrol BSIV,Mar-19,Comprehensive,Petrol,5,30000,First Owner,Manual,2019,18.9,1197,1197,8186,4.25
2016 Mahindra NuvoSport N6,Nov-16,Comprehensive,Diesel,7,42364,First Owner,Manual,2016,17.45,1493,1493,100,4.5
2015 Honda Brio VX AT,Sep-15,Comprehensive,Petrol,5,7000,Second Owner,Automatic,2015,16.5,1198,1198,868,4.95
2016 Honda Jazz 1.2 V i VTEC,Nov-16,Comprehensive,Petrol,5,54000,First Owner,Manual,2016,18.7,1199,1199,887,3.95
2009 Maruti Swift Dzire VXi,Jan-09,Comprehensive,Petrol,5,45000,First Owner,Manual,2009,17.5,1298,1298,858,2.25
2013 Maruti Swift Dzire VXI,Nov-13,Comprehensive,Petrol,5,44018,First Owner,Manual,2013,19.1,1197,1197,858,3.45
2020 Honda Civic VX,Jan-20,Third Party insurance,Petrol,5,18500,First Owner,Automatic,2020,16.5,1799,1799,13946,12.9
2011 Hyundai Santro Xing GLS,Sep-11,Comprehensive,Petrol,5,43002,First Owner,Manual,2011,17.92,1086,1086,621,1.75
2020 Mercedes-Benz GLC 200,Dec-20,Third Party insurance,Petrol,5,13200,First Owner,Automatic,2020,12.74,1991,1991,197,50
2019 Renault KWID 1.0 RXT Optional,Sep-19,Comprehensive,Petrol,5,69381,First Owner,Manual,2019,23.01,999,999,67,3.27
2015 Hyundai Creta 1.6 CRDi SX Option,Sep-15,Comprehensive,Diesel,5,64275,First Owner,Manual,2015,19.67,1582,1582,1262,6.28
2021 Mahindra Thar LX 4-Str Convert Top AT BSVI,Feb-21,Comprehensive,Petrol,4,7421,First Owner,Automatic,2021,15.2,1997,1997,150,12.49
2021 Honda City ZX CVT,Dec-21,Comprehensive,Petrol,5,5252,First Owner,Automatic,2021,18.3,1498,1498,11935,12.07
2014 Toyota Etios V,Jan-15,Comprehensive,Petrol,5,63663,First Owner,Manual,2014,16.78,1496,1496,8873,3.41
2015 Honda City i VTEC VX,Apr-15,Comprehensive,Petrol,5,60545,First Owner,Manual,2015,17.8,1497,1497,1173,5.55
2016 Honda Amaze S i-VTEC,Oct-16,Comprehensive,Petrol,5,85602,First Owner,Manual,2016,17.8,1198,1198,867,3.33
2019 Toyota Fortuner 2.8 4WD AT BSIV,Sep-19,Comprehensive,Diesel,7,35902,First Owner,Automatic,2019,15.04,2755,2755,1745,28
2018 Hyundai Creta 1.6 SX Option,Aug-18,Comprehensive,Petrol,5,87172,First Owner,Manual,2018,15.8,1591,1591,1213,7.88
2014 Volkswagen Polo Petrol Highline 1.2L,Oct-14,Comprehensive,Petrol,5,52950,Second Owner,Manual,2014,16.47,1198,1198,739,3.72
2016 Hyundai Verna 1.6 VTVT S,Jan-16,Comprehensive,Petrol,5,42005,First Owner,Manual,2016,17.01,1591,1591,1213,4.71
2018 Hyundai Creta 1.6 SX Option,Nov-18,Comprehensive,Petrol,5,64000,First Owner,Manual,2018,15.8,1591,1591,1213,8.25
2019 Hyundai Verna VTVT 1.6 SX Option,Nov-19,Comprehensive,Petrol,5,32000,First Owner,Manual,2019,17,1591,1591,1213,8.25
2018 Hyundai Creta 1.6 SX Option,Jun-18,Comprehensive,Petrol,5,65000,First Owner,Manual,2018,15.8,1591,1591,1213,8.5
2018 Hyundai Elantra 2.0 SX,Aug-18,Comprehensive,Petrol,5,21000,First Owner,Manual,2018,14.59,1999,1999,14992,8.85
2016 Toyota Corolla Altis 1.8 G CVT,Apr-16,Comprehensive,Petrol,5,39450,First Owner,Automatic,2016,14.28,1798,1798,13803,8.15
2017 Hyundai Elantra 2.0 SX,Apr-19,Comprehensive,Petrol,5,32000,First Owner,Manual,2017,14.59,1999,1999,14992,8.85
2018 Honda WR-V i-VTEC VX,Jun-18,Comprehensive,Petrol,5,60314,First Owner,Manual,2018,17.5,1199,1199,887,5.75
2018 Hyundai Verna VTVT 1.4 EX,Dec-18,Comprehensive,Petrol,5,4000,First Owner,Manual,2018,19.1,1368,1368,986,7.49
2017 Maruti Ciaz Delta Diesel,Nov-17,Comprehensive,Diesel,5,65000,First Owner,Automatic,2017,28.09,1248,1248,8850,5.25
2015 Hyundai Creta 1.6 CRDi SX Option,Dec-15,Comprehensive,Diesel,5,78019,First Owner,Manual,2015,19.67,1582,1582,1262,6.39
2020 Renault Duster RXZ,Sep-20,Comprehensive,Petrol,5,42970,First Owner,Manual,2020,16.42,1498,1498,10455,7.64
2010 Toyota Innova 2.5 GX 7 STR BSIV,Jun-10,Comprehensive,Diesel,7,176000,First Owner,Manual,2010,12.8,2494,2494,102,4.4
2019 Maruti Wagon R VXI 1.2,Feb-19,Comprehensive,Petrol,5,24100,First Owner,Manual,2019,20.52,1197,1197,8180,4.74
2015 Maruti Baleno 1.2 Alpha,Dec-15,Comprehensive,Petrol,5,51123,First Owner,Manual,2015,21.4,1197,1197,831,4.71
2016 Skoda Octavia Ambition 1.4 TSI MT,May-16,Comprehensive,Petrol,5,66000,First Owner,Manual,2016,16.8,1395,1395,13802,5.95
2015 Maruti Baleno 1.3 Zeta,Feb-16,Comprehensive,Diesel,5,48405,First Owner,Manual,2015,27.39,1248,1248,74,4.98
2013 Audi A6 2.0 TDI Premium Plus,Nov-13,Comprehensive,Diesel,5,52305,First Owner,Automatic,2013,17.68,1968,1968,17433,10.75
2015 Hyundai Grand i10 CRDi Asta,Jun-15,Comprehensive,Diesel,5,46488,Second Owner,Manual,2015,24,1120,1120,70,3.71
2018 Hyundai i20 Diesel Sportz,Jan-19,Comprehensive,Diesel,5,71842,First Owner,Manual,2018,22.54,1396,1396,8876,5.29
2014 Honda City i DTEC SV,Jul-14,Comprehensive,Diesel,5,91000,Third Owner,Manual,2014,26,1498,1498,986,3.95
2013 Hyundai i20 Magna 1.4 CRDi (Diesel),Jul-13,Comprehensive,Diesel,5,51334,First Owner,Manual,2013,21.9,1396,1396,8876,2.8
2016 Toyota Fortuner 2.8 2WD AT BSIV,Apr-16,Comprehensive,Diesel,7,72560,First Owner,Automatic,2016,12.9,2755,2755,1745,16.7
2018 Hyundai Santro Sportz BSIV,Dec-18,Comprehensive,Petrol,5,68000,First Owner,Manual,2018,20.3,1086,1086,68,3.85
2014 Maruti Swift Dzire VXI,Jan-14,Comprehensive,Petrol,5,45000,First Owner,Manual,2014,22.41,1197,1197,8850,3.6
2013 Mitsubishi Cedia Sports,Mar-13,Comprehensive,Petrol,5,44000,First Owner,Manual,2013,13.17,1999,1999,114,3.95
2016 Skoda Superb LK 1.8 TSI AT,Jul-16,Comprehensive,Petrol,5,47000,First Owner,Automatic,2016,14.67,1798,1798,17746,10.95
2016 Toyota Fortuner 4x2 AT,May-16,Comprehensive,Diesel,7,92044,First Owner,Automatic,2016,12.55,2982,2982,1685,16.5
2018 Audi Q7 45 TDI Quattro Technology,2018,Third Party insurance,Diesel,7,40000,First Owner,Automatic,2018,14.75,2967,2967,245,46
2015 Honda City i VTEC VX,Apr-15,Comprehensive,Petrol,5,60545,First Owner,Manual,2015,17.4,1497,1497,1173,5.5
2014 Maruti Ritz VDi,Oct-14,Comprehensive,Diesel,5,79097,First Owner,Manual,2014,1248,7394,7394,190,3.29
2013 Maruti Swift Dzire VXI,Jan-14,Comprehensive,Petrol,5,68619,Second Owner,Manual,2013,19.1,1197,1197,858,3.44
2014 Audi Q5 30 TDI quattro Premium,May-14,Comprehensive,Diesel,5,34452,First Owner,Automatic,2014,14.16,1968,1968,1743,16.75
2017 Hyundai Grand i10 1.2 CRDi Sportz,Jul-17,Comprehensive,Diesel,5,40326,First Owner,Manual,2017,24,1186,1186,7397,5.22
2019 Datsun GO T Option,Sep-19,Comprehensive,Petrol,5,40021,First Owner,Manual,2019,19.02,1198,1198,6705,3.92
2019 Maruti Wagon R LXI,Nov-19,Comprehensive,Petrol,5,44000,First Owner,Manual,2019,998,6705,6705,90,3.99
2019 Maruti Wagon R VXI 1.2,Jan-20,Third Party,Petrol,5,7962,First Owner,Manual,2019,20.52,1197,1197,8180,4.89
2012 Toyota Innova 2.5 VX 7 STR BSIV,Jun-12,Comprehensive,Diesel,7,260000,First Owner,Manual,2012,12.8,2494,2494,102,6.25
2018 Nissan Micra Active XV,May-18,Comprehensive,Petrol,5,44508,First Owner,Manual,2018,19.69,1198,1198,6704,3.38
2014 Hyundai Elantra SX AT,Mar-14,Comprehensive,Petrol,5,58958,First Owner,Automatic,2014,14.5,1797,1797,1475,5.25
2018 Maruti Ignis 1.2 Zeta BSIV,Aug-18,Third Party insurance,Petrol,5,44000,Second Owner,Manual,2018,20.89,1197,1197,8180,4.65
2022 Toyota Urban cruiser Premium,May-22,Comprehensive,Petrol,5,48188,First Owner,Manual,2022,17.03,1462,1462,10326,8.25
2009 Hyundai i10 Sportz,Dec-09,Comprehensive,Petrol,5,55000,First Owner,Manual,2009,20.36,1197,1197,789,1.51
2013 Hyundai Grand i10 Magna,Oct-13,Comprehensive,Petrol,5,24268,First Owner,Manual,2013,1197,82,82,114,2.85
2019 Hyundai Creta 1.6 CRDi AT SX Plus,Mar-19,Comprehensive,Diesel,5,23000,First Owner,Automatic,2019,17.01,1582,1582,1262,10.5
2020 MG Hector Sharp AT BSIV,Dec-20,Comprehensive,Petrol,5,38502,First Owner,Automatic,2020,13.96,1451,1451,141,13.75
2017 Hyundai Creta 1.6 CRDi SX Plus,Jun-17,Comprehensive,Diesel,5,35000,First Owner,Manual,2017,19.67,1582,1582,1262,7.5
2020 Kia Seltos GTX Plus,Jan-20,Comprehensive,Petrol,5,43487,First Owner,Manual,2020,16.5,1353,1353,13808,13.5
2018 Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Jul-18,Comprehensive,Diesel,5,32000,First Owner,Automatic,2018,24.3,1248,1248,885,7.5
2019 Mercedes-Benz GLA Class 200 d Sport,Apr-19,Third Party insurance,Diesel,5,14400,First Owner,Automatic,2019,17.9,2143,2143,136,24
2017 Volkswagen Polo 1.2 MPI Trendline,Oct-17,Comprehensive,Petrol,5,62920,First Owner,Manual,2017,1198,74,74,110,5.27
2012 Maruti A-Star Vxi,Feb-12,Comprehensive,Petrol,5,60467,First Owner,Manual,2012,19,998,998,661,2.8
2014 Hyundai i10 Sportz 1.1L,Aug-14,Comprehensive,Petrol,5,65017,Second Owner,Manual,2014,19.81,1086,1086,6805,2.25
2017 Maruti Swift Dzire ZXI 1.2,Nov-17,Comprehensive,Petrol,5,38015,First Owner,Manual,2017,21.21,1197,1197,8180,5.47
2017 Toyota Etios Liva 1.2 V,Oct-17,Comprehensive,Petrol,5,49134,First Owner,Manual,2017,17.71,1197,1197,789,4.42
2016 Maruti Wagon R VXI AMT,Jan-16,Comprehensive,Petrol,5,37100,Second Owner,Automatic,2016,21.79,998,998,6705,3.1
2021 Hyundai i20 Asta Opt Turbo DCT BSVI,Mar-21,Comprehensive,Petrol,5,69977,First Owner,Automatic,2021,20.28,998,998,11841,8.69
2017 Nissan Micra CVT XV,Dec-17,Comprehensive,Petrol,5,16937,First Owner,Automatic,2017,19.34,1198,1198,7594,3.25
2018 Mahindra XUV500 W7 BSIV,May-18,Comprehensive,Diesel,7,51441,First Owner,Manual,2018,15.1,2179,2179,15287,10.71
2017 Maruti Swift Dzire AMT ZXI,Jul-17,Comprehensive,Petrol,5,53947,First Owner,Automatic,2017,21.21,1197,1197,8180,5.62
2020 Kia Seltos GTX Option,Nov-20,Comprehensive,Petrol,5,30000,First Owner,Manual,2020,16.5,1353,1353,13808,13.2
2015 Hyundai i20 Asta 1.2,Apr-15,Third Party,Petrol,5,40909,First Owner,Manual,2015,18.6,1197,1197,8183,4.35
2019 Mahindra TUV 300 T6 Plus,Nov-19,Comprehensive,Diesel,7,70000,First Owner,Manual,2019,18.49,1493,1493,100,5.75
2011 Maruti Swift Dzire 1.2 Vxi BSIV,May-11,Comprehensive,Petrol,5,69000,Second Owner,Manual,2011,17.5,1197,1197,858,2.25
2017 Honda Jazz 1.2 SV i VTEC,Mar-17,Comprehensive,Petrol,5,28662,First Owner,Manual,2017,18.7,1199,1199,887,3.85
2021 Tata Harrier XTA Plus AT BSVI,Nov-21,Comprehensive,Diesel,5,46912,First Owner,Automatic,2021,14.6,1956,1956,16767,16.25
2014 Audi Q3 2.0 TFSI Quattro Premium Plus,2014,Third Party insurance,Petrol,5,90000,1984 cc,2014,Power Steering,1984,207,207,300,8
2013 Volkswagen Vento Petrol Comfortline,Nov-13,Comprehensive,Petrol,5,65000,First Owner,Manual,2013,15.04,1598,1598,1036,2.5
2013 Mercedes-Benz C-Class C 220 CDI Avantgarde,Dec-13,Comprehensive,Diesel,5,40238,First Owner,Automatic,2013,19.27,2143,2143,170,12.5
2020 Volkswagen Ameo 1.5 TDI Comfortline,Mar-20,Comprehensive,Diesel,5,52000,First Owner,Manual,2020,21.66,1498,1498,10862,4.45
2021 Hyundai Santro Asta,Mar-21,Comprehensive,Petrol,5,22873,First Owner,Manual,2021,20.3,1086,1086,6805,4.73
2012 Maruti A-Star Zxi,Oct-12,Comprehensive,Petrol,5,77389,First Owner,Manual,2012,19,998,998,661,2.27
2018 Maruti Swift VVT VXI,Dec-18,Comprehensive,Petrol,5,32000,First Owner,Manual,2018,22,1197,1197,8180,5.3
2016 Skoda Rapid 1.5 TDI AT Style Plus,Oct-16,Comprehensive,Diesel,5,88935,First Owner,Automatic,2016,21.66,1498,1498,10352,4.85
2018 Nissan Micra Active XV,Oct-18,Comprehensive,Petrol,5,53681,Second Owner,Manual,2018,19.69,1198,1198,6704,3.04
2018 Mahindra Bolero ZLX,Aug-18,Third Party insurance,Diesel,7,60000,First Owner,Manual,2018,15.96,2523,2523,621,5.65
2015 Hyundai i20 Active 1.4 SX,May-15,Comprehensive,Diesel,5,49441,First Owner,Manual,2015,21.19,1396,1396,8873,4.89
2019 Toyota Innova Crysta 2.4 VX MT BSIV,Aug-19,Comprehensive,Diesel,7,41000,First Owner,Manual,2019,13.68,2393,2393,1478,16.95
2021 Maruti Ciaz S,Mar-21,Comprehensive,Petrol,5,23838,First Owner,Manual,2021,20.65,1462,1462,10325,8.85
2021 Skoda Octavia L and K 1.9 TDI MT,Mar-21,Comprehensive,Diesel,5,26719,First Owner,Manual,2021,16.4,1896,1896,90,7.89
2020 Mercedes-Benz GLS 400d 4MATIC BSVI,Jul-20,Comprehensive,Diesel,7,34987,First Owner,Automatic,2020,2925,3.26E+12,3.26E+12,700,1.1
2017 Mahindra TUV 300 mHAWK100 T8,Apr-17,Comprehensive,Diesel,7,27236,Second Owner,Manual,2017,18.49,1493,1493,100,6.5
2015 Honda City i DTEC VX,May-15,Comprehensive,Diesel,5,41080,First Owner,Manual,2015,25.1,1498,1498,986,5.9
2016 Toyota Etios 1.4 VXD,Jan-16,Comprehensive,Diesel,5,72793,First Owner,Manual,2016,23.59,1364,1364,6704,4.55
2014 Hyundai i10 Sportz,Jun-14,Comprehensive,Petrol,5,64000,Third Owner,Manual,2014,20.36,1197,1197,789,2.35
2020 Jaguar F-Pace Prestige 2.0 AWD,2020,Third Party insurance,Diesel,5,30000,First Owner,Automatic,2020,16.38,1999,1999,177,39
2017 Maruti Ignis Zeta,Nov-17,Comprehensive,Petrol,5,32002,First Owner,Manual,2017,20.89,1197,1197,8180,4.41
2018 Renault Duster 85PS Diesel RxS,Jun-18,Comprehensive,Diesel,5,105000,First Owner,Manual,2018,19.87,1461,1461,838,5.25
2017 BMW 3 Series 320d,2017,Third Party insurance,Diesel,5,30000,First Owner,Automatic,2017,22.69,1995,1995,190,16
2020 Maruti Wagon R VXI 1.2,Feb-20,Comprehensive,Petrol,5,20827,First Owner,Manual,2020,20.52,1197,1197,8180,4.6
2017 Mahindra Bolero mHAWK D70 ZLX,Oct-17,Third Party insurance,Diesel,7,37852,Second Owner,Manual,2017,16.5,1493,1493,70,6.75
2022 Tata Harrier XZA AT BSVI,Feb-22,Comprehensive,Diesel,5,16683,First Owner,Automatic,2022,14.6,1956,1956,16767,19.24
2011 Hyundai i10 Magna 1.2,Aug-11,Comprehensive,Petrol,5,53135,First Owner,Manual,2011,1197,789,789,1117,1.8
2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,May-17,Comprehensive,Petrol,5,32230,First Owner,Manual,2017,18.9,1197,1197,8186,5.13
2022 BMW 5 Series 520d Luxury Line,Mar-22,Comprehensive,Diesel,5,11000,First Owner,Automatic,2022,20.37,1995,1995,18774,69.5
2022 Volkswagen Taigun 1.0 TSI Topline AT BSVI,Sep-22,Comprehensive,Petrol,5,10400,First Owner,Automatic,2022,18.41,999,999,11398,16.35
2022 Hyundai Grand i10 Nios Asta,Feb-22,Comprehensive,Petrol,5,23748,First Owner,Manual,2022,20.7,1197,1197,8186,6.55
2018 Honda Amaze V CVT Petrol,Jul-18,Comprehensive,Petrol,5,13513,First Owner,Automatic,2018,18.3,1199,1199,8876,7.65
2022 Tata Nexon XZA Plus AMT BSVI,Jan-22,Third Party,Petrol,5,12952,First Owner,Automatic,2022,17.05,1199,1199,11835,10.99
2014 Hyundai Grand i10 Sportz,May-14,Comprehensive,Petrol,5,22672,First Owner,Manual,2014,18.9,1197,1197,82,3.84
2012 Maruti Wagon R VXI BS IV,Jul-12,Comprehensive,Petrol,5,23000,First Owner,Manual,2012,18.9,998,998,671,2.9
2017 Hyundai i20 Sportz 1.2,Jul-17,Comprehensive,Petrol,5,41048,First Owner,Manual,2017,18.6,1197,1197,8183,5.48
2018 Isuzu MU-X 2WD,2018,Third Party insurance,Diesel,7,40000,2999 cc,2018,Power Steering,2999,17457,17457,380,21
2021 BMW 5 Series 520d Luxury Line,Feb-21,Comprehensive,Diesel,5,10000,First Owner,Automatic,2021,20.37,1995,1995,18774,58.75
2013 Hyundai i10 Sportz,Dec-13,Comprehensive,Petrol,5,1800,First Owner,Manual,2013,20.36,1197,1197,789,3.15
2019 Jeep Compass 1.4 Limited Plus BSIV,May-19,Comprehensive,Petrol,5,34000,First Owner,Automatic,2019,16,1368,1368,16077,17.5
2016 Maruti Baleno 1.2 Zeta,2016,Third Party insurance,Petrol,5,40000,First Owner,Manual,2016,21.4,1197,1197,831,4.7
2021 Toyota Urban cruiser Premium AT,Jul-21,Zero Dep,Petrol,5,30000,First Owner,Automatic,2021,18.76,1462,1462,10326,11.4
2018 Hyundai Grand i10 Sportz,Aug-18,Comprehensive,Petrol,5,22700,First Owner,Manual,2018,18.9,1197,1197,8186,5.45
2019 BMW X7 xDrive 40i M Sport,Oct-19,Comprehensive,Petrol,7,28000,First Owner,Automatic,2019,10.54,2998,2998,33525,99
2010 Maruti Wagon R LXI Minor,Mar-10,Third Party,Petrol,5,79862,First Owner,Manual,2010,1061,67,67,84,1.69
2018 Hyundai Creta 1.6 VTVT AT SX Plus,Mar-18,Comprehensive,Petrol,5,29146,First Owner,Automatic,2018,13,1591,1591,1213,11.35
2022 Maruti Baleno Alpha AMT BSVI,Apr-22,Comprehensive,Petrol,5,5500,First Owner,Automatic,2022,22.94,1197,1197,8850,9.35
2014 Hyundai i10 Sportz,Aug-14,Comprehensive,Petrol,5,35925,Second Owner,Manual,2014,20.36,1197,1197,789,3.14
2018 Maruti Wagon R VXI AMT,Apr-18,Comprehensive,Petrol,5,57999,First Owner,Automatic,2018,21.79,998,998,6705,4.59
2012 Maruti Wagon R VXI BS IV,Jul-12,Comprehensive,Petrol,5,23000,First Owner,Manual,2012,18.9,998,998,671,2.9
2017 Maruti Baleno 1.2 Alpha,Mar-17,Comprehensive,Petrol,5,14352,Second Owner,Manual,2017,21.4,1197,1197,831,5.87
2021 BMW 5 Series 520d Luxury Line,Feb-21,Comprehensive,Diesel,5,10000,First Owner,Automatic,2021,20.37,1995,1995,18774,58.75
2014 Maruti Ertiga VXI CNG,Jun-14,Comprehensive,CNG,7,49999,First Owner,Manual,2014,22.8,1373,1373,809,6.34
2018 Maruti Baleno 1.2 Zeta,Aug-18,Comprehensive,Petrol,5,21194,First Owner,Manual,2018,21.4,1197,1197,831,6.37
2013 Hyundai i10 Sportz,Dec-13,Comprehensive,Petrol,5,1800,First Owner,Manual,2013,20.36,1197,1197,789,3.15
2020 Hyundai Grand i10 Nios Sportz CNG,Oct-20,Comprehensive,CNG,5,27019,First Owner,Manual,2020,1197,6805,6805,952,6.7
2016 Audi A3 35 TDI Premium Plus,2016,Third Party insurance,Diesel,5,80000,1968 cc,2016,Power Steering,1968,143,143,320,15.3
2020 Maruti Vitara Brezza ZDi AMT,Feb-20,Comprehensive,Diesel,5,24000,First Owner,Automatic,2020,24.3,1248,1248,885,9.95
2010 Honda City 1.5 V MT,Jan-10,Comprehensive,Petrol,5,32000,First Owner,Manual,2010,17,1497,1497,1186600,2.4
2020 Volvo XC40 T4 R-Design BSIV,Sep-20,Third Party insurance,Petrol,5,22600,First Owner,Automatic,2020,1969,190,190,300,37.75
2022 Volvo XC 90 B6 Inscription 7STR,2022,Third Party insurance,Petrol,7,10000,First Owner,Automatic,2022,17.2,1969,1969,29589,85
2019 Jeep Compass 1.4 Limited Plus BSIV,May-19,Comprehensive,Petrol,5,34000,First Owner,Automatic,2019,16,1368,1368,16077,17.5
2021 Toyota Urban cruiser Premium AT,Jul-21,Zero Dep,Petrol,5,30000,First Owner,Automatic,2021,18.76,1462,1462,10326,11.4
2018 Hyundai Grand i10 Sportz,Aug-18,Comprehensive,Petrol,5,22700,First Owner,Manual,2018,18.9,1197,1197,8186,5.45
2021 Audi Q2 Premium,Dec-21,Comprehensive,Petrol,5,9700,First Owner,Automatic,2021,1984,18774,18774,320,35.49
2020 Maruti Baleno Zeta,Jun-20,Comprehensive,Petrol,5,13519,First Owner,Manual,2020,21.01,1197,1197,8180,6.94
2017 Hyundai Creta 1.6 VTVT AT SX Plus,Dec-17,Comprehensive,Petrol,5,45017,First Owner,Automatic,2017,13,1591,1591,1213,8.75
2013 Maruti Swift VXI BSIV,Jul-13,Comprehensive,Petrol,5,78308,First Owner,Manual,2013,22,1197,1197,8180,3.57
2017 Honda Jazz V CVT,Nov-17,Third Party insurance,Petrol,5,79852,First Owner,Automatic,2017,18.2,1199,1199,887,5.69
2019 BMW X7 xDrive 40i M Sport,Oct-19,Comprehensive,Petrol,7,28000,First Owner,Automatic,2019,10.54,2998,2998,33525,99
2016 Hyundai EON Magna Plus,Dec-16,Zero Dep,Petrol,5,18049,First Owner,Manual,2016,21.1,814,814,552,3.15
2022 Volkswagen Taigun 1.0 TSI Topline ES,Nov-22,Comprehensive,Petrol,5,19500,First Owner,Manual,2022,19.87,999,999,11398,16.21
2018 Audi Q5 35TDI,Sep-18,Comprehensive,Diesel,5,35000,First Owner,Automatic,2018,17.01,1968,1968,188,41.99
2021 Maruti Ignis Zeta BSVI,Aug-21,Comprehensive,Petrol,5,7643,First Owner,Manual,2021,20.89,1197,1197,8180,6.19
2015 Hyundai i20 Magna 1.2,Mar-15,Third Party insurance,Petrol,5,12000,First Owner,Manual,2015,18.6,1197,1197,8183,5.31
2014 Hyundai Grand i10 AT Asta,Feb-15,Comprehensive,Petrol,5,22316,First Owner,Automatic,2014,18.9,1197,1197,82,4.54
2021 MG Hector Sharp CVT,2021,Third Party insurance,Petrol,5,40000,Second Owner,Automatic,2021,1451,141,141,250,16
2010 Hyundai i10 Magna 1.2,Jan-10,Third Party insurance,Petrol,5,45221,First Owner,Manual,2010,1197,789,789,1117,2.35
2021 Maruti Baleno Zeta CVT,Oct-21,Comprehensive,Petrol,5,35000,First Owner,Automatic,2021,19.56,1197,1197,8180,8.45
2021 BMW X7 xDrive 40i M Sport,Aug-21,Zero Dep,Petrol,7,7000,First Owner,Automatic,2021,10.54,2998,2998,33525,1.15
2020 MG Hector Sharp Diesel MT,2020,Third Party insurance,Diesel,5,40000,First Owner,Manual,2020,17.41,1956,1956,16768,17
2016 Honda City i VTEC SV,Dec-16,Comprehensive,Petrol,5,38671,Second Owner,Manual,2016,17.8,1497,1497,1173,6.25
2012 Hyundai i20 1.2 Sportz Option,Feb-12,Third Party insurance,Petrol,5,49303,Second Owner,Manual,2012,17,1197,1197,805200,2.8
2014 Nissan Sunny XL CVT,Jul-14,Comprehensive,Petrol,5,65000,First Owner,Automatic,2014,17.97,1498,1498,9961,2.95
2018 Audi Q3 30 TFSI Premium FWD,Mar-18,Comprehensive,Petrol,5,68000,First Owner,Automatic,2018,16.9,1395,1395,14751,24.99
2019 Hyundai Venue SX Turbo,Aug-19,Comprehensive,Petrol,5,17536,First Owner,Manual,2019,18.27,998,998,11835,9.7
2017 Honda Jazz 1.2 V i VTEC,Jun-17,Third Party insurance,Petrol,5,30400,First Owner,Manual,2017,18.7,1199,1199,887,5.35
2020 MG Hector Hybrid Sharp MT,Feb-20,Comprehensive,Petrol,5,15071,First Owner,Manual,2020,1451,141,141,250,14.28
